Statystyka,Wartość,Wartość oczekiwana,Wariancja,Z-score,p-value
Moran's I,0.10907703147447807,-0.00228310502283105,0.000584824108221159,4.604867315518955,4.127289257888758e-06
Geary's C,1.0275393882711046,1.0,0.0006778907580732869,1.057729050909316,0.14508949342083916
Getis-Ord G,0.01723073435109275,0.01598173515981735,5.42729327084805e-08,5.361304971161418,4.1311446485892134e-08
